,name,xP,bps,creativity,ict_index,influence,opponent_team,threat,total_points,was_home
2,Aaron Mooy,0.0,0,0.0,0.0,0.0,5,0.0,0,1
4,Abdoulaye Doucouré,1.3,20,44.6,6.9,20.4,17,4.0,3,0
5,Aboubakar Kamara,0.4,-2,1.8,0.2,0.0,1,5.0,2,1
6,Adama Traoré,2.2,6,1.8,3.2,12.8,15,17.0,3,0
7,Adam Forshaw,0.0,0,0.0,0.0,0.0,11,0.0,0,0
8,Adam Lallana,1.2,6,27.2,3.6,6.8,5,2.0,1,1
10,Adrien Silva,2.0,0,0.0,0.0,0.0,18,0.0,0,0
17,Alexis Mac Allister,0.8,0,0.0,0.0,0.0,5,0.0,0,1
18,Alex Iwobi,1.6,0,0.0,0.0,0.0,17,0.0,0,0
20,Alex Oxlade-Chamberlain,1.9,0,0.0,0.0,0.0,10,0.0,0,1
22,Alireza Jahanbakhsh,0.8,3,0.7,0.5,4.4,5,0.0,1,1
24,Allan Marques Loureiro,1.3,16,3.4,2.1,18.0,17,0.0,3,0
25,Allan Saint-Maximin,1.8,7,2.8,1.2,3.8,19,5.0,3,0
29,Andriy Yarmolenko,2.1,-1,1.6,3.0,2.8,14,26.0,0,1
30,Andros Townsend,2.1,26,33.7,6.4,28.4,16,2.0,8,1
31,André Filipe Tavares Gomes,1.3,11,3.3,2.7,3.8,17,20.0,3,0
32,André-Frank Zambo Anguissa,0.0,4,11.8,2.6,14.4,1,0.0,1,1
36,Anthony Gordon,0.5,0,0.0,0.0,0.0,17,0.0,0,0
37,Anthony Knockaert,0.8,0,0.0,0.0,0.0,1,0.0,0,1
41,Ayoze Pérez,3.2,5,2.5,2.7,0.0,18,24.0,3,0
42,Bamidele Alli,3.2,3,11.9,4.1,8.4,7,21.0,1,1
47,Ben Osborn,1.4,0,0.0,0.0,0.0,20,0.0,0,1
50,Bernard Anício Caldeira Duarte,1.6,0,0.0,0.0,0.0,17,0.0,0,0
52,Billy Gilmour,0.0,0,0.0,0.0,0.0,3,0.0,0,0
55,Brandon Pierrick,1.0,0,0.0,0.0,0.0,16,0.0,0,1
56,Bruno André Cavaco Jordao,1.0,0,0.0,0.0,0.0,15,0.0,0,0
57,Bukayo Saka,2.8,0,0.0,0.0,0.0,8,0.0,0,0
58,Callum Hudson-Odoi,3.1,3,1.3,0.2,0.8,3,0.0,1,0
66,Cheikhou Kouyaté,1.4,3,0.3,3.0,12.6,16,17.0,3,1
68,Christian Atsu,1.8,0,0.0,0.0,0.0,19,0.0,0,0
71,Christian Pulisic,3.9,0,0.0,0.0,0.0,3,0.0,0,0
78,Curtis Jones,2.5,2,13.3,1.8,2.4,10,2.0,1,1
82,Dale Stephens,0.0,0,0.0,0.0,0.0,5,0.0,0,1
84,Daniel Castelo Podence,1.8,23,18.3,4.4,25.8,15,0.0,6,0
85,Daniel Ceballos Fernández,2.4,6,1.3,1.1,5.2,8,4.0,1,0
98,Davy Pröpper,0.2,0,0.0,0.0,0.0,5,0.0,0,1
100,Declan Rice,1.4,15,14.5,4.4,21.6,14,8.0,2,1
101,Demarai Gray,2.8,0,0.0,0.0,0.0,18,0.0,0,0
103,Dennis Praet,2.8,25,16.8,7.8,27.8,18,33.0,6,0
104,Diogo Jota,2.2,0,0.0,0.0,0.0,15,0.0,0,0
108,Eberechi Eze,1.6,3,8.8,1.7,4.4,16,4.0,1,1
111,Emile Smith Rowe,0.0,0,0.0,0.0,0.0,8,0.0,0,0
116,Erik Lamela,2.6,0,0.0,0.0,0.0,7,0.0,0,1
119,Fabian Delph,0.4,0,0.0,0.0,0.0,17,0.0,0,0
121,Fabio Henrique Tavares,3.3,13,1.0,0.7,4.2,10,2.0,4,1
126,Felipe Anderson Pereira Gomes,2.2,5,0.3,0.3,2.4,14,0.0,1,1
134,Gabriel Teodoro Martinelli Silva,0.0,0,0.0,0.0,0.0,8,0.0,0,0
137,Gedson Carvalho Fernandes,1.9,0,0.0,0.0,0.0,7,0.0,0,1
139,Georginio Wijnaldum,3.3,9,23.0,7.4,15.8,10,35.0,2,1
140,Giovani Lo Celso,2.2,0,0.0,0.0,0.0,7,0.0,0,1
142,Grady Diangana,0.8,3,12.8,2.7,4.8,9,9.0,2,1
143,Granit Xhaka,2.8,11,17.2,4.5,6.8,8,21.0,3,0
144,Gylfi Sigurdsson,1.9,3,0.3,0.3,2.4,17,0.0,1,0
145,Hakim Ziyech,0.0,0,0.0,0.0,0.0,3,0.0,0,0
147,Hamza Choudhury,2.4,0,0.0,0.0,0.0,18,0.0,0,0
148,Harrison Reed,0.0,14,4.5,1.7,12.6,1,0.0,2,1
150,Harry Wilson,3.3,0,0.0,0.0,0.0,10,0.0,0,1
151,Harry Winks,2.3,8,2.3,0.4,2.0,7,0.0,1,1
152,Harvey Barnes,3.4,8,18.3,10.2,18.0,18,66.0,3,0
153,Harvey Elliott,2.5,0,0.0,0.0,0.0,10,0.0,0,1
154,Heung-Min Son,3.5,10,46.8,9.6,14.0,7,35.0,2,1
157,Hélder Wander Sousa de Azevedo e Costa,0.3,18,14.9,4.7,25.6,11,6.0,5,0
158,Ian Carlo Poveda-Ocampo,-0.5,0,0.0,0.0,0.0,11,0.0,0,0
160,Isaac Hayden,1.4,12,2.0,1.5,12.8,19,0.0,2,0
162,Ivan Ricardo Neves Abreu Cavaleiro,0.8,10,26.4,3.4,7.4,1,0.0,2,1
163,Jack Harrison,0.3,23,6.5,6.9,43.6,11,19.0,7,0
167,Jack Wilshere,1.4,0,0.0,0.0,0.0,14,0.0,0,1
168,Jacob Murphy,1.4,0,0.0,0.0,0.0,19,0.0,0,0
169,Jairo Riedewald,1.0,0,0.0,0.0,0.0,16,0.0,0,1
170,Jake Livermore,0.4,11,11.3,2.0,8.8,9,0.0,2,1
175,James Maddison,1.7,4,12.3,1.5,2.8,18,0.0,1,0
176,James McArthur,1.8,14,10.4,2.8,11.2,16,6.0,3,1
177,James McCarthy,1.0,5,8.8,0.9,0.0,16,0.0,2,1
178,James Milner,3.3,0,0.0,0.0,0.0,10,0.0,0,1
179,James Rodríguez,2.1,16,58.6,9.9,17.0,17,23.0,3,0
181,James Ward-Prowse,2.1,15,17.4,2.8,6.6,6,4.0,2,0
182,Jamie Shackleton,-0.1,6,0.4,0.3,3.0,11,0.0,1,0
188,Jarrod Bowen,2.2,5,2.6,1.6,1.8,14,12.0,2,1
191,Jay-Roy Grot,-0.1,0,0.0,0.0,0.0,11,0.0,0,0
193,Jean Michaël Seri,0.4,0,0.0,0.0,0.0,1,0.0,0,1
194,Jean-Philippe Gbamin,0.0,0,0.0,0.0,0.0,17,0.0,0,0
195,Jeffrey Schlupp,1.8,3,0.1,0.1,1.2,16,0.0,2,1
196,Jeff Hendrick,1.4,41,13.4,10.3,67.0,19,23.0,14,0
203,John Fleck,2.1,10,36.0,6.0,10.2,20,14.0,2,1
204,John Lundstram,1.8,15,32.3,4.4,10.0,20,2.0,2,1
208,Jonathan Leko,0.0,0,0.0,0.0,0.0,9,0.0,0,1
210,Jonjo Shelvey,1.4,12,44.6,8.1,14.4,19,22.0,3,0
213,Jordan Henderson,2.5,19,2.0,2.3,14.0,10,7.0,2,1
216,Jordan Stevens,-0.5,0,0.0,0.0,0.0,11,0.0,0,0
217,Jorge Luiz Frello Filho,2.4,43,23.2,10.1,60.8,3,17.0,12,0
219,Joseph Willock,2.4,0,0.0,0.0,0.0,8,0.0,0,0
220,Josh Onomah,0.4,3,3.1,1.1,8.2,1,0.0,2,1
221,Josh Sims,1.0,0,0.0,0.0,0.0,6,0.0,0,0
222,José Izquierdo,0.0,0,0.0,0.0,0.0,5,0.0,0,1
223,João Filipe Iria Santos Moutinho,1.8,16,49.1,6.7,17.4,15,0.0,3,0
227,Kai Havertz,3.9,8,14.8,2.3,8.4,3,0.0,2,0
228,Kalvin Phillips,-0.1,24,24.6,6.2,36.4,11,1.0,5,0
229,Kamil Grosicki,0.8,0,0.0,0.0,0.0,9,0.0,0,1
238,Kevin McDonald,0.4,0,0.0,0.0,0.0,1,0.0,0,1
244,Kyle Edwards,0.4,3,0.5,2.5,4.6,9,20.0,1,1
246,Leander Dendoncker,1.4,11,15.4,3.6,16.4,15,4.0,3,0
247,Leandro Trossard,1.1,28,27.6,7.9,40.8,5,11.0,8,1
253,Lucas Rodrigues Moura da Silva,2.9,-1,5.8,4.4,2.8,7,35.0,2,1
254,Lucas Torreira,2.4,0,0.0,0.0,0.0,8,0.0,0,0
256,Luka Milivojevic,2.1,6,28.3,3.4,6.0,16,0.0,1,1
258,Luke Freeman,0.0,0,0.0,0.0,0.0,20,0.0,0,1
263,Manuel Lanzini,1.7,0,0.0,0.0,0.0,14,0.0,0,1
266,Marc Albrighton,2.8,3,0.8,0.1,0.4,18,0.0,1,0
268,Mario Lemina,0.0,0,0.0,0.0,0.0,1,0.0,0,1
270,Mark Noble,1.4,8,12.2,1.7,4.4,14,0.0,2,1
275,Mason Mount,3.4,9,28.6,5.1,13.6,3,9.0,2,0
276,Mateo Kovacic,0.0,0,0.0,0.0,0.0,3,0.0,0,0
277,Mateusz Klich,0.3,33,4.8,8.3,54.8,11,23.0,9,0
278,Matheus Pereira,1.1,9,14.7,4.9,8.6,9,26.0,2,1
281,Matteo Guendouzi,2.4,0,0.0,0.0,0.0,8,0.0,0,0
283,Matthew Longstaff,0.0,0,0.0,0.0,0.0,19,0.0,0,0
284,Matty James,2.0,0,0.0,0.0,0.0,18,0.0,0,0
287,Matt Phillips,0.8,0,0.0,0.0,0.0,9,0.0,0,1
288,Matt Ritchie,0.7,0,0.0,0.0,0.0,19,0.0,0,0
292,Max Meyer,1.4,0,0.0,0.0,0.0,16,0.0,0,1
293,Mesut Özil,3.4,0,0.0,0.0,0.0,8,0.0,0,0
299,Miguel Almirón,2.1,13,11.4,4.9,17.4,19,20.0,4,0
300,Mohamed Naser El Sayed Elneny,2.0,15,3.8,3.2,10.6,8,18.0,3,0
301,Mohamed Salah,5.5,69,50.1,32.8,117.2,10,161.0,20,1
304,Morgan Gibbs-White,0.0,0,0.0,0.0,0.0,15,0.0,0,0
305,Moussa Djenepo,1.8,4,0.3,0.4,3.4,6,0.0,1,0
306,Moussa Sissoko,1.9,4,4.3,0.7,2.4,7,0.0,1,1
307,N'Golo Kanté,2.4,19,2.8,2.4,17.2,3,4.0,2,0
308,Naby Keita,3.3,2,4.6,3.5,6.6,10,24.0,1,1
309,Nampalys Mendy,2.0,11,3.5,1.3,9.8,18,0.0,3,0
311,Nathan Redmond,2.2,5,7.2,3.7,7.2,6,23.0,2,0
312,Nathan Tella,1.0,0,0.0,0.0,0.0,6,0.0,0,0
315,Neeskens Kebano,0.4,7,2.7,2.2,1.0,1,18.0,2,1
316,Nicolas Pépé,3.7,3,15.3,2.3,2.0,8,6.0,1,0
317,Oliver Burke,1.0,0,0.0,0.0,0.0,20,0.0,0,1
320,Oliver Norwood,1.4,13,21.8,3.2,9.8,20,0.0,2,1
321,Oliver Skipp,0.0,0,0.0,0.0,0.0,7,0.0,0,1
324,Oriol Romeu Vidal,1.0,13,4.2,2.3,18.6,6,0.0,2,0
326,Pablo Fornals,2.2,8,1.9,2.5,4.6,14,18.0,2,1
327,Pablo Hernández Domínguez,0.6,8,2.9,1.3,7.6,11,2.0,2,0
329,Pascal Groß,1.1,4,0.3,0.3,2.6,5,0.0,1,1
335,Pedro Lomba Neto,1.8,18,15.8,4.0,19.8,15,4.0,6,0
337,Pierre-Emerick Aubameyang,5.0,19,15.3,10.6,36.6,8,54.0,7,0
338,Pierre-Emile Højbjerg,1.9,8,5.0,2.0,15.4,7,0.0,1,1
341,Reiss Nelson,2.8,0,0.0,0.0,0.0,8,0.0,0,0
342,Rekeem Harper,0.0,3,1.8,0.4,1.8,9,0.0,1,1
348,Robert Snodgrass,2.1,0,0.0,0.0,0.0,14,0.0,0,1
352,Rolando Aarons,1.4,0,0.0,0.0,0.0,19,0.0,0,0
353,Romaine Sawyers,0.4,4,1.6,0.2,0.0,9,0.0,2,1
355,Ross Barkley,3.1,1,11.8,2.3,4.2,3,7.0,1,0
356,Ruben Loftus-Cheek,3.1,2,1.3,0.0,0.0,3,0.0,2,0
360,Ryan Fraser,2.1,0,0.0,0.0,0.0,19,0.0,0,0
363,Rúben Diogo da Silva Neves,1.8,4,10.3,1.6,5.6,15,0.0,1,0
365,Sadio Mané,5.5,14,45.5,13.4,13.2,10,75.0,2,1
366,Sam Field,0.4,0,0.0,0.0,0.0,9,0.0,0,1
369,Sander Berge,1.0,7,18.0,2.7,8.6,20,0.0,1,1
373,Sean Longstaff,1.4,3,0.3,0.1,1.0,19,0.0,1,0
379,Sofiane Boufal,1.8,0,0.0,0.0,0.0,6,0.0,0,0
381,Solomon March,0.4,16,18.2,5.4,15.4,5,20.0,2,1
382,Stefan Johansen,0.4,0,0.0,0.0,0.0,1,0.0,0,1
383,Steven Alzate,0.0,14,24.0,5.4,13.4,5,17.0,2,1
384,Steven Bergwijn,3.1,2,3.3,0.6,0.4,7,2.0,1,1
385,Stuart Armstrong,0.0,0,0.0,0.0,0.0,6,0.0,0,0
388,Takumi Minamino,3.7,0,0.0,0.0,0.0,10,0.0,0,1
390,Tanguy Ndombele,2.6,3,1.3,0.5,3.8,7,0.0,1,1
392,Theo Walcott,1.6,0,0.0,0.0,0.0,17,0.0,0,0
398,Tomas Soucek,1.4,7,21.6,8.0,12.4,14,46.0,2,1
399,Tom Cairney,0.8,11,10.2,1.7,7.0,1,0.0,1,1
400,Tom Davies,1.3,4,0.0,0.2,2.0,17,0.0,1,0
402,Tyler Roberts,-0.1,5,0.0,0.7,7.2,11,0.0,1,0
406,Vitor Ferreira,1.4,4,0.8,0.2,1.2,15,0.0,1,0
410,Wilfred Ndidi,2.4,15,1.2,2.8,27.2,18,0.0,3,0
411,Wilfried Zaha,2.4,18,1.4,5.4,31.6,16,21.0,8,1
413,William Smallbone,1.0,4,3.2,0.5,2.2,6,0.0,2,0
414,Willian Borges Da Silva,3.8,35,38.0,11.5,38.6,8,38.0,14,0
417,Xherdan Shaqiri,2.8,0,0.0,0.0,0.0,10,0.0,0,1
421,Youri Tielemans,3.2,17,6.2,2.9,13.8,18,9.0,3,0
422,Yves Bissouma,0.0,13,3.8,1.7,8.4,5,5.0,2,1
427,Aaron Mooy,0.0,0,0.0,0.0,0.0,14,0.0,0,0
430,Abdoulaye Doucouré,2.5,13,2.7,0.9,6.4,18,0.0,1,1
431,Aboubakar Kamara,1.5,3,2.0,0.5,0.6,10,2.0,1,0
432,Adama Traoré,1.5,17,39.2,6.7,25.6,12,2.0,2,1
433,Adam Forshaw,0.0,0,0.0,0.0,0.0,8,0.0,0,1
434,Adam Lallana,0.4,3,1.2,0.8,6.4,14,0.0,1,0
436,Adrien Silva,0.5,0,0.0,0.0,0.0,4,0.0,0,1
437,Adrián Bernabé,2.0,0,0.0,0.0,0.0,20,0.0,0,0
445,Alexis Mac Allister,-0.5,0,0.0,0.0,0.0,14,0.0,0,0
446,Alex Iwobi,1.0,2,6.0,0.9,0.0,18,4.0,1,1
448,Alex Oxlade-Chamberlain,0.0,0,0.0,0.0,0.0,5,0.0,0,0
450,Alireza Jahanbakhsh,0.5,4,10.4,3.0,2.0,14,18.0,1,0
452,Allan Marques Loureiro,3.0,13,6.0,3.1,18.0,18,7.0,2,1
453,Allan Saint-Maximin,2.5,0,0.6,0.0,0.0,3,0.0,1,1
456,Andreas Pereira,0.5,0,0.0,0.0,0.0,6,0.0,0,1
458,Andriy Yarmolenko,0.0,4,4.7,0.7,2.2,1,0.0,1,0
459,Andros Townsend,8.0,27,20.9,10.1,39.6,13,40.0,9,0
460,André Filipe Tavares Gomes,3.0,11,17.2,3.0,11.2,18,2.0,2,1
461,André-Frank Zambo Anguissa,3.0,30,34.1,8.6,43.4,10,8.0,5,0
466,Anthony Gordon,0.5,0,0.0,0.0,0.0,18,0.0,0,1
467,Anthony Knockaert,0.0,0,0.0,0.0,0.0,10,0.0,0,0
471,Anwar El Ghazi,-0.5,0,0.0,0.0,0.0,15,0.0,0,1
474,Ashley Westwood,1.5,12,25.3,3.3,7.6,9,0.0,2,0
477,Ayoze Pérez,3.0,4,3.3,3.8,6.8,4,28.0,2,1
479,Bamidele Alli,1.0,0,0.0,0.0,0.0,16,0.0,0,0
487,Ben Osborn,1.0,2,4.8,0.5,0.4,2,0.0,1,0
489,Bernardo Mota Veiga de Carvalho e Silva,0.8,0,0.0,0.0,0.0,20,0.0,0,0
491,Bernard Anício Caldeira Duarte,0.5,0,0.0,0.0,0.0,18,0.0,0,1
493,Billy Gilmour,0.0,0,0.0,0.0,0.0,11,0.0,0,1
498,Brandon Pierrick,-0.5,0,0.0,0.0,0.0,13,0.0,0,0
501,Bruno André Cavaco Jordao,0.0,0,0.0,0.0,0.0,12,0.0,0,1
502,Bruno Miguel Borges Fernandes,2.5,13,78.4,12.9,25.6,6,25.0,2,1
503,Bukayo Saka,1.5,8,20.3,5.8,7.4,19,30.0,2,1
504,Callum Hudson-Odoi,0.0,0,0.0,0.0,0.0,11,0.0,0,1
513,Cheikhou Kouyaté,2.0,14,10.0,3.7,24.6,13,2.0,2,0
515,Christian Atsu,0.5,0,0.0,0.0,0.0,3,0.0,0,1
518,Christian Pulisic,0.0,0,0.0,0.0,0.0,11,0.0,0,1
527,Conor Hourihane,2.5,13,37.6,4.7,6.8,15,3.0,3,1
529,Curtis Jones,1.0,0,0.0,0.0,0.0,5,0.0,0,0
533,Dale Stephens,-0.4,0,0.0,0.0,0.0,14,0.0,0,0
535,Daniel Castelo Podence,4.5,17,29.6,6.1,24.4,12,7.0,5,1
536,Daniel Ceballos Fernández,5.0,31,23.9,9.6,52.4,19,20.0,8,1
537,Daniel James,1.5,4,5.3,2.9,1.8,6,22.0,1,1
551,Davy Pröpper,-0.5,0,0.0,0.0,0.0,14,0.0,0,0
554,Declan Rice,1.5,19,27.8,6.0,22.4,1,10.0,2,0
555,Demarai Gray,0.5,0,0.0,0.0,0.0,4,0.0,0,1
557,Dennis Praet,7.5,29,29.1,10.8,44.0,4,35.0,8,1
558,Diogo Jota,-1.0,0,0.0,0.0,0.0,12,0.0,0,1
561,Donny van de Beek,6.5,19,3.3,6.3,36.2,6,23.0,6,1
562,Douglas Luiz Soares de Paulo,2.5,15,19.6,5.9,13.2,15,26.0,3,1
564,Dwight McNeil,4.5,19,29.8,5.3,23.2,9,0.0,5,0
565,Eberechi Eze,0.5,4,0.8,1.2,9.4,13,2.0,1,0
570,Emile Smith Rowe,0.0,0,0.0,0.0,0.0,19,0.0,0,1
577,Erik Lamela,2.5,10,0.8,3.7,1.2,16,35.0,4,0
582,Fabian Delph,0.4,0,0.0,0.0,0.0,18,0.0,0,1
584,Fabio Henrique Tavares,4.0,21,1.1,2.3,21.4,5,0.0,3,0
589,Felipe Anderson Pereira Gomes,0.5,3,0.1,0.2,0.0,1,2.0,1,0
592,Ferran Torres,2.0,2,0.3,0.0,0.0,20,0.0,1,0
599,Frederico Rodrigues de Paula Santos,0.5,0,0.0,0.0,0.0,6,0.0,0,1
602,Gabriel Teodoro Martinelli Silva,0.0,0,0.0,0.0,0.0,19,0.0,0,1
605,Gedson Carvalho Fernandes,0.5,0,0.0,0.0,0.0,16,0.0,0,0
607,Georginio Wijnaldum,3.0,7,5.3,3.7,2.4,5,29.0,3,0
608,Giovani Lo Celso,0.5,2,11.8,2.2,1.8,16,8.0,0,0
610,Grady Diangana,4.0,26,3.6,8.7,47.6,7,36.0,7,0
611,Granit Xhaka,3.0,10,6.7,2.3,16.4,19,0.0,2,1
612,Gylfi Sigurdsson,1.5,13,21.4,3.1,9.2,18,0.0,1,1
613,Hakim Ziyech,0.0,0,0.0,0.0,0.0,11,0.0,0,1
615,Hamza Choudhury,0.5,0,0.0,0.0,0.0,4,0.0,0,1
616,Harrison Reed,2.0,17,15.1,3.4,11.0,10,8.0,2,0
619,Harry Wilson,0.5,0,0.0,0.0,0.0,5,0.0,0,0
620,Harry Winks,2.0,9,1.0,1.2,10.8,16,0.0,2,0
621,Harvey Barnes,8.5,35,26.8,18.3,57.4,4,99.0,13,1
622,Harvey Elliott,0.5,0,0.0,0.0,0.0,5,0.0,0,0
623,Henri Lansbury,-0.5,0,0.0,0.0,0.0,15,0.0,0,1
624,Heung-Min Son,13.5,80,22.0,24.8,139.6,16,86.0,24,0
627,Hélder Wander Sousa de Azevedo e Costa,9.5,45,17.2,12.6,72.6,8,36.0,14,1
628,Ian Carlo Poveda-Ocampo,0.0,0,0.0,0.0,0.0,8,0.0,0,1
629,Ilkay Gündogan,1.0,0,0.0,0.0,0.0,20,0.0,0,0
632,Isaac Hayden,2.5,9,12.8,2.8,5.0,3,10.0,2,1
634,Ivan Ricardo Neves Abreu Cavaleiro,2.0,11,29.3,4.0,10.8,10,0.0,2,0
635,Jack Cork,0.0,0,0.0,0.0,0.0,9,0.0,0,0
636,Jack Grealish,2.5,10,40.6,9.7,7.0,15,49.0,3,1
637,Jack Harrison,4.5,1,2.0,1.5,0.8,8,12.0,2,1
641,Jack Wilshere,-0.4,0,0.0,0.0,0.0,1,0.0,0,0
642,Jacob Murphy,0.5,0,0.0,0.0,0.0,3,0.0,0,1
643,Jairo Riedewald,-0.4,0,0.0,0.0,0.0,13,0.0,0,0
644,Jake Livermore,1.5,6,1.4,2.9,9.0,7,19.0,2,0
649,James Garner,0.5,0,0.0,0.0,0.0,6,0.0,0,1
651,James Maddison,1.5,3,11.2,1.1,0.0,4,0.0,1,1
652,James McArthur,2.0,11,0.8,3.2,29.6,13,2.0,2,0
653,James McCarthy,1.5,11,1.3,2.1,19.4,13,0.0,2,0
654,James Milner,1.0,9,6.5,1.4,3.4,5,4.0,1,0
655,James Rodríguez,8.0,42,39.7,10.6,57.0,18,9.0,12,1
658,James Ward-Prowse,1.5,10,23.3,7.1,16.8,17,31.0,2,1
659,Jamie Shackleton,0.5,0,0.0,0.0,0.0,8,0.0,0,1
665,Jarrod Bowen,1.5,6,6.9,4.6,4.8,1,34.0,2,0
668,Jay-Roy Grot,0.0,0,0.0,0.0,0.0,8,0.0,0,1
671,Jean Michaël Seri,0.0,0,0.0,0.0,0.0,10,0.0,0,0
672,Jean-Philippe Gbamin,0.0,0,0.0,0.0,0.0,18,0.0,0,1
674,Jeffrey Schlupp,4.0,24,34.9,9.4,36.6,13,22.0,7,0
675,Jeff Hendrick,8.5,4,1.9,0.1,0.0,3,1.0,2,1
676,Jesse Lingard,0.5,0,0.0,0.0,0.0,6,0.0,0,1
683,Johann Berg Gudmundsson,0.0,0,0.0,0.0,0.0,9,0.0,0,0
685,John Fleck,2.5,10,0.8,0.5,4.6,2,0.0,2,0
686,John Lundstram,1.0,-5,13.1,4.8,17.6,2,17.0,-1,0
687,John McGinn,1.5,6,36.4,6.0,4.8,15,19.0,2,1
692,Jonathan Leko,0.0,0,0.0,0.0,0.0,7,0.0,0,0
694,Jonjo Shelvey,2.5,9,12.2,3.2,7.6,3,12.0,1,1
697,Jordan Henderson,2.0,6,18.8,2.5,6.0,5,0.0,1,0
700,Jordan Stevens,0.0,0,0.0,0.0,0.0,8,0.0,0,1
701,Jorge Luiz Frello Filho,5.5,0,1.6,3.5,14.4,11,19.0,0,1
703,Joseph Willock,0.5,0,0.0,0.0,0.0,19,0.0,0,1
704,Josh Benson,0.5,0,0.0,0.0,0.0,9,0.0,0,0
705,Josh Brownhill,1.5,11,23.2,4.3,10.4,9,9.0,2,0
706,Josh Onomah,1.5,4,4.3,1.0,3.8,10,2.0,1,0
707,Josh Sims,-0.5,0,0.0,0.0,0.0,17,0.0,0,1
709,José Ignacio Peleteiro Romallo,-0.5,0,0.0,0.0,0.0,15,0.0,0,1
710,José Izquierdo,0.0,0,0.0,0.0,0.0,14,0.0,0,0
711,João Filipe Iria Santos Moutinho,1.5,10,13.6,2.6,12.2,12,0.0,2,1
716,Juan Mata,0.5,0,0.0,0.0,0.0,6,0.0,0,1
717,Kai Havertz,1.0,2,0.9,0.3,1.6,11,0.0,1,1
718,Kalvin Phillips,3.5,20,33.6,6.0,26.4,8,0.0,2,1
719,Kamil Grosicki,-0.5,0,0.0,0.0,0.0,7,0.0,0,0
729,Kevin De Bruyne,14.0,42,71.6,22.1,85.2,20,64.0,13,0
731,Kevin McDonald,0.0,0,0.0,0.0,0.0,10,0.0,0,0
738,Kyle Edwards,0.5,3,0.0,0.0,0.2,7,0.0,1,0
741,Leander Dendoncker,1.0,2,0.0,0.0,0.0,12,0.0,1,1
742,Leandro Trossard,6.5,19,36.9,7.5,25.0,14,13.0,6,0
749,Lucas Rodrigues Moura da Silva,2.5,4,0.1,0.0,0.0,16,0.0,2,0
750,Lucas Torreira,0.5,0,0.0,0.0,0.0,19,0.0,0,1
752,Luka Milivojevic,0.5,5,0.2,0.8,8.2,13,0.0,1,0
754,Luke Freeman,0.0,0,0.0,0.0,0.0,2,0.0,0,0
759,Mahmoud Ahmed Ibrahim Hassan,2.5,9,37.8,6.3,6.6,15,19.0,3,1
761,Manuel Lanzini,-0.5,0,0.0,0.0,0.0,1,0.0,0,0
765,Marcus Rashford,2.5,11,31.3,5.0,8.2,6,10.0,2,1
766,Marc Albrighton,1.5,3,0.1,0.2,0.2,4,2.0,1,1
768,Mario Lemina,0.5,2,0.1,0.3,2.4,10,0.0,1,0
770,Mark Noble,0.4,0,0.0,0.0,0.0,1,0.0,0,0
774,Marvelous Nakamba,-0.5,0,0.0,0.0,0.0,15,0.0,0,1
775,Mason Greenwood,1.5,-2,3.7,2.8,0.0,6,26.0,1,1
777,Mason Mount,1.5,10,5.6,1.6,9.6,11,1.0,2,1
779,Mateo Kovacic,0.5,12,7.8,1.1,2.8,11,0.0,2,1
780,Mateusz Bogusz,1.0,0,0.0,0.0,0.0,8,0.0,0,1
781,Mateusz Klich,9.0,36,16.8,9.3,56.8,8,19.0,9,1
782,Matheus Pereira,5.5,33,12.0,7.8,55.0,7,11.0,10,0
785,Matteo Guendouzi,0.5,0,0.0,0.0,0.0,19,0.0,0,1
788,Matthew Longstaff,0.0,0,0.0,0.0,0.0,3,0.0,0,1
790,Matty James,0.5,0,0.0,0.0,0.0,4,0.0,0,1
793,Matt Phillips,0.0,1,0.1,0.4,4.2,7,0.0,1,0
794,Matt Ritchie,0.5,0,0.0,0.0,0.0,3,0.0,0,1
799,Max Meyer,-0.5,0,0.0,0.0,0.0,13,0.0,0,0
801,Mesut Özil,0.5,0,0.0,0.0,0.0,19,0.0,0,1
807,Miguel Almirón,3.0,11,40.8,6.0,17.2,3,2.0,1,1
808,Mohamed Naser El Sayed Elneny,2.0,0,0.0,0.0,0.0,19,0.0,0,1
809,Mohamed Salah,12.0,14,61.5,12.8,15.4,5,51.0,3,0
812,Morgan Gibbs-White,0.0,0,0.0,0.0,0.0,12,0.0,0,1
813,Moussa Djenepo,2.5,13,3.1,2.1,0.8,17,17.0,5,1
814,Moussa Sissoko,1.0,0,0.0,0.0,0.0,16,0.0,0,0
815,N'Golo Kanté,1.5,16,2.8,2.5,18.6,11,4.0,2,1
816,Naby Keita,2.5,14,3.8,1.4,7.8,5,2.0,3,0
817,Nampalys Mendy,2.5,9,7.5,1.6,8.2,4,0.0,1,1
820,Nathan Redmond,0.0,0,0.0,0.0,0.0,17,0.0,0,1
821,Nathan Tella,0.0,3,0.0,0.2,0.0,17,3.0,1,1
824,Neeskens Kebano,1.5,-1,0.5,0.2,0.0,10,4.0,1,0
826,Nemanja Matic,0.5,0,0.0,0.0,0.0,6,0.0,0,1
828,Nicolas Pépé,1.5,3,2.3,1.1,1.0,19,8.0,1,1
832,Oliver Burke,1.5,3,3.3,0.4,0.0,2,2.0,2,0
835,Oliver Norwood,1.5,0,0.0,0.0,0.0,2,0.0,0,0
