,name,xP,bps,creativity,ict_index,influence,opponent_team,threat,total_points,was_home
7654,Harry Wilson,0.0,0,0.0,0.0,0.0,6,0.0,0,0
7655,Leighton Clarkson,1.0,0,0.0,0.0,0.0,6,0.0,0,0
7658,Nathan Tella,-0.8,0,0.3,0.0,0.0,12,0.0,1,1
7660,Jorge Luiz Frello Filho,1.1,9,2.0,1.2,8.6,19,1.0,3,1
7661,Fabian Delph,0.0,0,0.0,0.0,0.0,1,0.0,0,1
7666,Bruno André Cavaco Jordao,0.0,0,0.0,0.0,0.0,4,0.0,0,0
7667,Henri Lansbury,0.0,0,0.0,0.0,0.0,18,0.0,0,0
7668,Mahmoud Ahmed Ibrahim Hassan,0.0,0,0.0,0.0,0.0,18,0.0,0,0
7669,Ruben Loftus-Cheek,2.5,5,0.4,0.3,2.2,14,0.0,1,0
7671,Mario Lemina,0.8,20,11.7,3.8,18.4,14,8.0,2,0
7672,Heung-Min Son,6.4,3,42.5,11.0,12.6,9,55.0,2,1
7686,Sean Longstaff,2.7,24,13.9,5.1,30.0,8,7.0,3,1
7689,Alex Iwobi,2.5,11,15.8,3.9,5.4,1,18.0,2,1
7692,Ademola Lookman,3.7,4,10.2,6.8,11.8,14,46.0,2,0
7693,Raphael Dias Belloli,3.5,21,57.8,15.2,43.0,13,51.0,8,0
7694,Allan Marques Loureiro,0.0,0,0.0,0.0,0.0,1,0.0,0,1
7696,Christian Atsu,0.0,0,0.0,0.0,0.0,8,0.0,0,1
7697,Matteo Guendouzi,0.0,0,0.0,0.0,0.0,7,0.0,0,0
7698,Erik Lamela,0.0,0,0.0,0.0,0.0,9,0.0,0,1
7699,Allan Saint-Maximin,0.1,0,0.0,0.0,0.0,8,0.0,0,1
7701,Gedson Carvalho Fernandes,0.0,0,0.0,0.0,0.0,9,0.0,0,1
7702,Lucas Rodrigues Moura da Silva,0.8,5,7.5,2.2,10.2,9,4.0,1,1
7704,Miguel Almirón,4.3,12,12.4,4.4,12.2,8,19.0,2,1
7706,Theo Corbeanu,1.7,0,0.0,0.0,0.0,4,0.0,0,0
7709,John McGinn,3.7,11,4.1,2.8,8.0,18,16.0,3,0
7714,Cheikhou Kouyaté,1.0,9,0.3,0.4,3.2,11,0.0,2,1
7716,Mason Mount,4.3,29,61.7,11.3,40.6,19,11.0,6,1
7719,Felix Nmecha,2.2,0,0.0,0.0,0.0,16,0.0,0,0
7720,James McArthur,1.5,13,1.8,1.1,9.6,11,0.0,2,1
7721,Leandro Trossard,1.8,17,81.3,12.3,14.8,15,27.0,3,1
7722,Diogo Jota,0.0,0,0.0,0.0,0.0,6,0.0,0,0
7724,Ben Osborn,0.2,3,10.3,1.3,2.2,3,0.0,0,0
7728,Rodrigo Hernandez,3.4,16,4.3,2.2,17.4,16,0.0,3,0
7729,Robert Snodgrass,-0.2,0,0.0,0.0,0.0,5,0.0,0,0
7731,Steven Bergwijn,1.8,0,0.0,0.0,0.0,9,0.0,0,1
7743,Daniel Castelo Podence,4.8,14,23.5,7.3,17.2,4,32.0,2,0
7745,Lucas Torreira,0.0,0,0.0,0.0,0.0,7,0.0,0,0
7747,Matt Phillips,2.1,3,1.3,1.3,2.8,2,9.0,2,1
7751,Xherdan Shaqiri,0.0,0,0.0,0.0,0.0,6,0.0,0,0
7753,Alexis Mac Allister,0.2,0,0.0,0.0,0.0,15,0.0,0,1
7764,Alex Oxlade-Chamberlain,1.7,14,11.3,3.0,18.6,6,0.0,4,0
7767,Moussa Sissoko,2.6,10,4.4,1.2,5.6,9,2.0,2,1
7773,Daniel James,1.7,22,12.7,9.5,40.2,10,42.0,6,1
7775,Marc Albrighton,2.0,9,26.1,6.6,14.2,17,26.0,2,0
7780,Conor Gallagher,3.9,9,2.0,1.4,11.8,2,0.0,2,1
7781,Dwight McNeil,2.2,9,15.2,2.6,10.6,20,0.0,3,1
7782,Kalvin Phillips,2.2,2,0.8,1.2,11.2,13,0.0,1,0
7784,Tom Cairney,0.7,4,21.4,5.9,1.8,14,36.0,2,0
7785,Grady Diangana,0.5,9,2.3,0.7,4.2,2,0.0,2,1
7786,Pascal Groß,4.2,0,0.0,0.0,0.0,15,0.0,0,1
7787,Pedro Lomba Neto,6.2,9,9.6,4.7,6.2,4,31.0,2,0
7788,Thiago Alcántara do Nascimento,0.0,0,0.0,0.0,0.0,6,0.0,0,0
7789,Tommy Doyle,1.0,0,0.0,0.0,0.0,16,0.0,0,0
7793,Jack Wilshere,0.0,0,0.0,0.0,0.0,5,0.0,0,0
7797,Adama Traoré,1.7,9,44.9,6.0,15.4,4,0.0,1,0
7798,Callum Hudson-Odoi,0.2,0,0.0,0.0,0.0,19,0.0,0,1
7804,Tom Davies,0.7,3,11.6,1.2,0.2,1,0.0,2,1
7808,Hamza Choudhury,0.0,0,0.0,0.0,0.0,17,0.0,0,0
7810,Tahith Chong,0.0,0,0.0,0.0,0.0,10,0.0,0,1
7816,Marvelous Nakamba,1.5,0,0.0,0.0,0.0,18,0.0,0,0
7819,Matheus Pereira,0.0,0,0.0,0.0,0.0,2,0.0,0,1
7820,Oliver Skipp,0.0,0,0.0,0.0,0.0,9,0.0,0,1
7829,Saïd Benrahma,1.2,2,0.3,0.9,4.2,5,4.0,1,0
7830,Jean-Philippe Gbamin,0.0,0,0.0,0.0,0.0,1,0.0,0,1
7836,James Maddison,4.8,9,63.8,10.1,15.8,17,21.0,3,0
7837,Adrien Silva,0.0,0,0.0,0.0,0.0,17,0.0,0,0
7838,Aaron Mooy,0.0,0,0.0,0.0,0.0,15,0.0,0,1
7842,Jay-Roy Grot,0.0,0,0.0,0.0,0.0,13,0.0,0,0
7843,Demarai Gray,0.0,0,0.0,0.0,0.0,17,0.0,0,0
7845,James Milner,0.0,0,0.0,0.0,0.0,6,0.0,0,0
7847,Fabio Henrique Tavares,3.8,20,0.8,2.9,28.2,6,0.0,3,0
7848,Nathan Redmond,0.5,7,3.4,2.1,8.6,12,9.0,1,1
7849,André-Frank Zambo Anguissa,2.3,17,18.8,3.2,8.0,14,5.0,2,0
7853,Ian Carlo Poveda-Ocampo,0.0,0,0.0,0.0,0.0,13,0.0,0,0
7854,Mason Greenwood,3.1,0,0.0,0.0,0.0,10,0.0,0,1
7858,Andriy Yarmolenko,-0.3,0,0.0,0.0,0.0,5,0.0,0,0
7861,Ilkay Gündogan,4.8,12,19.7,5.0,13.6,16,17.0,3,0
7869,Billy Gilmour,0.7,0,0.0,0.0,0.0,19,0.0,0,1
7870,Mesut Özil,0.0,0,0.0,0.0,0.0,7,0.0,0,0
7873,Eberechi Eze,2.3,6,16.8,2.7,7.8,11,2.0,2,1
7878,Filip Krovinovic,0.5,0,0.0,0.0,0.0,2,0.0,0,1
7879,Christian Pulisic,3.9,12,26.6,7.7,9.4,19,41.0,6,1
7880,André Filipe Tavares Gomes,0.3,0,0.0,0.0,0.0,1,0.0,0,1
7882,João Filipe Iria Santos Moutinho,1.5,16,23.3,3.8,14.4,4,0.0,2,0
7884,Anthony Knockaert,0.0,0,0.0,0.0,0.0,14,0.0,0,0
7885,Kevin McDonald,0.0,0,0.0,0.0,0.0,14,0.0,0,0
7889,Leander Dendoncker,1.9,0,0.0,0.0,0.0,4,0.0,0,0
7892,Alireza Jahanbakhsh,1.0,4,27.3,6.3,4.6,15,31.0,1,1
7893,Josh Brownhill,1.7,8,1.7,2.7,20.8,20,4.0,2,1
7894,Matty James,0.0,0,0.0,0.0,0.0,17,0.0,0,0
7898,Romaine Sawyers,1.5,16,5.4,1.8,12.6,2,0.0,2,1
7899,José Izquierdo,0.0,0,0.0,0.0,0.0,15,0.0,0,1
7900,Harvey Barnes,2.3,7,23.7,7.1,12.8,17,34.0,3,0
7901,Daniel Ceballos Fernández,2.2,14,14.6,3.8,17.4,7,6.0,2,0
7902,Marcus Rashford,6.5,14,14.4,7.9,13.8,10,51.0,2,1
7903,Theo Walcott,3.2,8,30.3,7.2,19.0,12,23.0,2,1
7908,Moussa Djenepo,0.5,0,0.8,0.7,1.8,12,4.0,1,1
7909,Andreas Pereira,0.0,0,0.0,0.0,0.0,10,0.0,0,1
7912,Anwar El Ghazi,7.3,51,9.7,21.3,82.8,18,120.0,16,0
7915,Elliot Anderson,0.5,0,0.0,0.0,0.0,8,0.0,0,1
7918,Andros Townsend,0.7,0,0.0,0.0,0.0,11,0.0,0,1
7920,N'Golo Kanté,2.5,19,13.3,2.7,13.2,19,0.0,3,1
7925,Tyler Roberts,-0.2,0,0.0,0.0,0.0,13,0.0,0,0
7926,Scott McTominay,5.3,65,32.1,15.8,99.0,10,27.0,18,1
7928,Ferran Torres,3.4,2,2.0,0.4,0.0,16,4.0,3,0
7932,Rolando Aarons,0.0,0,0.0,0.0,0.0,8,0.0,0,1
7933,Pierre-Emile Højbjerg,2.2,12,13.8,3.2,14.4,9,4.0,2,1
7937,Pierre-Emerick Aubameyang,3.3,0,0.0,0.0,0.0,7,0.0,0,0
7939,Jack Grealish,6.7,40,92.2,17.2,43.2,18,37.0,10,0
7940,Frederico Rodrigues de Paula Santos,1.9,12,13.0,6.5,32.8,10,19.0,2,1
7941,Douglas Luiz Soares de Paulo,1.7,18,27.5,4.1,12.0,18,1.0,3,0
7942,Neeskens Kebano,-0.5,0,0.0,0.0,0.0,14,0.0,0,0
7944,Oriol Romeu Vidal,1.5,8,11.7,3.1,11.0,12,8.0,1,1
7945,Mateusz Bogusz,0.0,0,0.0,0.0,0.0,13,0.0,0,0
7950,Harvey Elliott,0.0,0,0.0,0.0,0.0,6,0.0,0,0
7951,Nemanja Matic,1.3,0,0.0,0.0,0.0,10,0.0,0,1
7957,Kai Havertz,2.1,5,1.0,0.3,2.2,19,0.0,1,1
7959,Dale Stephens,-0.1,0,0.0,0.0,0.0,20,0.0,0,1
7962,Kamil Grosicki,-0.3,0,0.0,0.0,0.0,2,0.0,0,1
7966,James Ward-Prowse,3.0,18,37.4,5.3,16.0,12,0.0,1,1
7969,Stuart Armstrong,1.7,0,0.0,0.0,0.0,12,0.0,0,1
7970,Jamie Shackleton,0.0,3,1.4,1.1,9.8,13,0.0,1,0
7971,Ayoze Pérez,2.2,0,0.0,0.0,0.0,17,0.0,0,0
7973,Taylor Perry,1.7,0,0.0,0.0,0.0,4,0.0,0,0
7974,James McCarthy,-1.0,0,0.0,0.0,0.0,11,0.0,0,1
7977,Conor Hourihane,1.0,0,0.0,0.0,0.0,18,0.0,0,0
7979,Yves Bissouma,2.0,9,17.2,3.8,12.6,15,8.0,2,1
7983,Tomas Soucek,3.8,12,1.8,3.9,9.2,5,28.0,2,0
7985,Joseph Willock,1.2,-3,12.3,2.7,4.2,7,10.0,0,0
7989,Morgan Gibbs-White,0.0,0,0.0,0.0,0.0,4,0.0,0,0
7990,Jake Cain,1.0,0,0.0,0.0,0.0,6,0.0,0,0
7991,Jack Harrison,3.7,9,36.7,7.8,14.8,13,26.0,2,0
7993,Sander Berge,0.3,0,0.0,0.0,0.0,3,0.0,0,0
7996,Donny van de Beek,1.5,8,10.3,2.3,12.2,10,0.0,1,1
7999,Giovani Lo Celso,1.6,6,0.7,1.5,13.8,9,0.0,1,1
8004,Bamidele Alli,0.4,0,0.0,0.0,0.0,9,0.0,0,1
8007,Jairo Riedewald,0.0,3,0.1,0.0,0.2,11,0.0,1,1
8012,Adrián Bernabé,1.0,0,0.0,0.0,0.0,16,0.0,0,0
8013,Naby Keita,1.8,18,16.1,3.4,18.2,6,0.0,3,0
8015,Max Meyer,-1.0,0,0.0,0.0,0.0,11,0.0,0,1
8016,Hakim Ziyech,0.6,0,0.0,0.0,0.0,19,0.0,0,1
8018,Kyle Edwards,-0.5,0,0.0,0.0,0.0,2,0.0,0,1
8020,Ibrahima Diallo,1.3,12,3.0,1.3,10.0,8,0.0,3,0
8021,Felipe Anderson Pereira Gomes,0.0,0,0.0,0.0,0.0,3,0.0,0,1
8022,Raheem Sterling,7.2,28,26.0,12.8,31.4,14,71.0,6,1
8023,Juan Mata,0.8,0,0.0,0.0,0.0,9,0.0,0,0
8025,Oliver Norwood,0.3,8,57.5,6.5,7.8,7,0.0,1,1
8028,Wilfried Zaha,5.0,0,11.7,4.7,9.2,2,26.0,1,0
8030,Ryan Fraser,0.5,0,0.0,0.0,0.0,12,0.0,0,0
8032,Cengiz Ünder,0.5,0,0.0,0.0,0.0,13,0.0,0,1
8033,Hélder Wander Sousa de Azevedo e Costa,0.8,0,0.0,0.0,0.0,4,0.0,0,1
8034,Jean Michaël Seri,0.0,0,0.0,0.0,0.0,16,0.0,0,1
8041,Dennis Praet,0.7,0,0.0,0.0,0.0,13,0.0,0,1
8049,Mark Noble,0.7,4,16.9,2.1,4.0,3,0.0,1,1
8050,Bernardo Mota Veiga de Carvalho e Silva,2.0,8,7.9,2.6,2.8,14,15.0,3,1
8051,Jordan Henderson,5.8,18,29.4,5.3,21.0,18,3.0,2,1
8052,Curtis Jones,3.2,12,11.3,2.1,9.4,18,0.0,2,1
8055,Matt Ritchie,-0.2,2,0.7,0.3,2.4,12,0.0,1,0
8063,Ivan Ricardo Neves Abreu Cavaleiro,2.1,-3,12.1,2.4,5.8,16,6.0,3,1
8065,Jesse Lingard,0.0,0,0.0,0.0,0.0,9,0.0,0,0
8066,Robbie Brady,1.7,0,0.0,0.0,0.0,10,0.0,0,0
8071,Jeff Hendrick,0.8,0,0.0,0.0,0.0,12,0.0,0,0
8075,Mace Goodridge,-0.5,0,0.0,0.0,0.0,10,0.0,0,0
8076,Youri Tielemans,2.5,22,4.6,3.9,18.0,13,16.0,3,1
8077,Oliver Burke,1.7,1,2.0,2.7,6.0,7,19.0,1,1
8078,Bruno Miguel Borges Fernandes,8.3,39,40.4,14.6,58.4,9,47.0,12,0
8080,Jack Jenkins,0.5,0,0.0,0.0,0.0,4,0.0,0,1
8083,Anthony Gordon,0.3,5,11.5,2.2,8.2,15,2.0,1,0
8089,Kevin De Bruyne,7.5,13,35.0,8.1,14.8,14,31.0,3,1
8090,Gylfi Sigurdsson,5.5,37,28.7,9.0,40.8,15,20.0,11,0
8095,Phil Foden,2.2,2,0.3,0.0,0.0,14,0.0,1,1
8096,James Garner,0.0,0,0.0,0.0,0.0,9,0.0,0,0
8097,Riyad Mahrez,5.8,0,0.0,0.0,0.0,14,0.0,0,1
8099,Jake Livermore,0.0,0,0.0,0.0,0.0,11,0.0,0,0
8102,Harrison Reed,1.2,11,1.8,1.3,10.2,16,1.0,3,1
8106,Jeffrey Schlupp,3.2,-3,3.4,2.2,15.0,2,4.0,2,0
8107,Faustino Anjorin,0.0,0,0.0,0.0,0.0,1,0.0,0,0
8109,James Rodríguez,0.0,0,0.0,0.0,0.0,15,0.0,0,0
8112,Aboubakar Kamara,0.0,0,0.0,0.0,0.0,16,0.0,0,1
8115,Vitor Ferreira,0.7,3,0.3,0.0,0.0,17,0.0,1,1
8120,Gabriel Teodoro Martinelli Silva,0.5,2,1.1,6.9,9.4,5,58.0,3,1
8122,Jonjo Shelvey,0.0,0,0.0,0.0,0.0,12,0.0,0,0
8127,José Ignacio Peleteiro Romallo,0.0,0,0.0,0.0,0.0,6,0.0,0,1
8129,Jonathan Leko,0.0,0,0.0,0.0,0.0,11,0.0,0,0
8130,Solomon March,3.0,19,4.0,3.0,11.2,19,15.0,5,0
8137,Luka Milivojevic,1.2,7,3.3,3.6,10.6,2,22.0,1,0
8144,Steven Alzate,0.8,4,1.4,0.8,4.2,19,2.0,1,0
8145,Sadio Mané,6.3,28,15.0,12.1,41.4,18,65.0,9,1
8149,Josh Sims,0.0,0,0.0,0.0,0.0,8,0.0,0,0
8150,Facundo Pellistri,0.0,0,0.0,0.0,0.0,9,0.0,0,0
8154,Nicolas Pépé,1.8,7,0.3,0.7,7.0,5,0.0,1,1
8155,Bertrand Traoré,5.4,29,42.2,10.7,38.6,6,26.0,7,1
8156,Sam Field,0.0,0,0.0,0.0,0.0,11,0.0,0,0
8157,Stefan Johansen,0.0,0,0.0,0.0,0.0,16,0.0,0,1
8158,Josh Benson,0.5,1,2.3,0.7,0.2,10,4.0,2,0
8160,William Smallbone,0.5,0,0.0,0.0,0.0,8,0.0,0,0
8161,Granit Xhaka,1.5,27,5.6,6.3,40.2,5,17.0,8,1
8164,Jacob Ramsey,0.8,3,0.0,0.0,0.0,6,0.0,1,1
8166,Georginio Wijnaldum,5.3,14,41.8,6.6,18.6,18,6.0,2,1
8167,Adam Lallana,1.2,10,23.8,3.6,12.2,19,0.0,1,0
8169,Josh Onomah,0.0,0,0.0,0.0,0.0,16,0.0,0,1
8170,Pablo Hernández Domínguez,1.8,4,2.6,1.6,4.8,4,9.0,1,1
8171,Bukayo Saka,3.8,32,6.8,7.5,39.2,5,29.0,13,1
8172,Mohamed Salah,10.3,6,21.0,5.3,0.0,18,33.0,2,1
8175,Luke Freeman,0.0,0,0.0,0.0,0.0,7,0.0,0,1
8176,Jack Cork,0.0,0,0.0,0.0,0.0,10,0.0,0,0
8177,Harry Winks,0.7,6,1.6,1.2,10.6,20,0.0,1,0
8180,Johann Berg Gudmundsson,-0.4,0,0.0,0.0,0.0,10,0.0,0,0
8181,Manuel Lanzini,0.8,22,13.6,5.6,19.6,3,23.0,4,1
8182,Tanguy Ndombele,3.5,28,25.9,7.8,45.2,20,7.0,11,0
8184,Willian Borges Da Silva,1.8,0,0.0,0.0,0.0,5,0.0,0,1
8189,Rekeem Harper,-1.5,0,0.0,0.0,0.0,11,0.0,0,0
8194,Jarrod Bowen,4.2,2,1.4,1.3,2.0,3,10.0,1,1
8196,Cole Palmer,1.0,0,0.0,0.0,0.0,14,0.0,0,1
8199,Matthew Longstaff,-0.5,9,15.0,2.7,12.0,12,0.0,2,0
8200,Meritan Shabani,-0.5,0,0.0,0.0,0.0,17,0.0,0,1
8202,Jordan Stevens,0.0,0,0.0,0.0,0.0,4,0.0,0,1
8208,Declan Rice,2.5,17,17.8,4.4,13.8,3,12.0,2,1
8209,Emile Smith Rowe,1.0,11,23.9,4.7,19.2,5,4.0,6,1
8211,Abdoulaye Doucouré,2.8,18,13.3,3.9,21.8,15,4.0,6,0
8213,Owen Otasowie,0.3,8,0.5,0.6,5.2,17,0.0,1,1
8215,Adam Forshaw,0.0,0,0.0,0.0,0.0,4,0.0,0,1
8216,Jacob Murphy,1.0,6,5.8,3.7,6.2,12,25.0,2,0
8220,Davy Pröpper,0.0,0,0.0,0.0,0.0,19,0.0,0,0
8221,Thomas Partey,0.0,0,0.0,0.0,0.0,5,0.0,0,1
8222,Pablo Fornals,1.3,0,0.0,0.0,0.0,3,0.0,0,1
8225,Jayson Molumby,0.0,0,0.0,0.0,0.0,19,0.0,0,0
8226,Mateo Kovacic,1.5,3,1.5,0.3,1.8,1,0.0,1,0
8227,Takumi Minamino,3.3,0,0.0,0.0,0.0,18,0.0,0,1
8229,Sofiane Boufal,0.0,0,0.0,0.0,0.0,8,0.0,0,0
8231,Isaac Hayden,0.5,11,11.3,1.9,5.4,12,2.0,2,0
8233,Mateusz Klich,4.0,10,10.9,1.7,1.8,4,4.0,3,1
8237,Brandon Pierrick,0.0,0,0.0,0.0,0.0,2,0.0,0,0
8239,John Lundstram,0.0,0,0.0,0.0,0.0,7,0.0,0,1
8240,Mohamed Naser El Sayed Elneny,1.0,11,1.4,0.9,4.0,5,4.0,2,1
8241,Nampalys Mendy,1.0,0,0.0,0.0,0.0,13,0.0,0,1
8242,John Fleck,2.0,0,0.0,0.0,0.0,7,0.0,0,1
8245,Reiss Nelson,0.2,0,0.0,0.0,0.0,5,0.0,0,1
8247,Wilfred Ndidi,1.7,12,2.3,1.9,16.6,13,0.0,1,1
8251,Ashley Westwood,2.7,20,72.4,10.1,18.8,10,10.0,1,0
8253,Bernard Anício Caldeira Duarte,0.2,3,1.5,3.1,3.0,15,26.0,0,0
8257,Rúben Diogo da Silva Neves,1.2,20,25.9,6.8,26.8,17,15.0,2,1
8261,Gareth Bale,0.5,0,0.0,0.0,0.0,20,0.0,0,0
8263,Ross Barkley,0.0,0,0.0,0.0,0.0,6,0.0,0,1
8264,Paul Pogba,3.0,4,0.2,0.5,5.2,9,0.0,1,0
8265,Harry Wilson,0.0,0,0.0,0.0,0.0,18,0.0,0,1
8266,Leighton Clarkson,1.5,0,0.0,0.0,0.0,18,0.0,0,1
8269,Nathan Tella,0.7,0,0.0,0.0,0.0,8,0.0,0,0
8271,Jorge Luiz Frello Filho,0.3,4,16.3,4.9,15.6,1,17.0,-1,0
8272,Fabian Delph,0.0,0,0.0,0.0,0.0,15,0.0,0,0
8277,Bruno André Cavaco Jordao,0.0,0,0.0,0.0,0.0,17,0.0,0,1
8278,Henri Lansbury,0.0,0,0.0,0.0,0.0,6,0.0,0,1
8279,Mahmoud Ahmed Ibrahim Hassan,0.0,0,0.0,0.0,0.0,6,0.0,0,1
8280,Ruben Loftus-Cheek,2.0,4,6.0,2.4,8.4,16,10.0,3,1
8282,Mario Lemina,0.0,0,0.0,0.0,0.0,16,0.0,0,1
8283,Heung-Min Son,6.3,10,16.6,4.3,7.4,20,19.0,3,0
8297,Sean Longstaff,0.8,0,0.0,0.0,0.0,12,0.0,0,0
8299,Luke Cundle,0.7,0,0.0,0.0,0.0,17,0.0,0,1
8301,Alex Iwobi,3.2,14,10.9,4.1,17.0,15,13.0,3,0
8304,Ademola Lookman,3.3,10,38.7,8.8,14.2,16,35.0,3,1
8305,Raphael Dias Belloli,4.5,12,20.9,7.5,13.0,4,41.0,3,1
8306,Allan Marques Loureiro,0.0,0,0.0,0.0,0.0,15,0.0,0,0
8308,Christian Atsu,0.0,0,0.0,0.0,0.0,12,0.0,0,0
8309,Matteo Guendouzi,0.0,0,0.0,0.0,0.0,5,0.0,0,1
8310,Erik Lamela,0.7,0,0.3,0.0,0.0,20,0.0,1,0
8311,Allan Saint-Maximin,0.0,0,0.0,0.0,0.0,12,0.0,0,0
8313,Gedson Carvalho Fernandes,0.5,0,0.0,0.0,0.0,20,0.0,0,0
8314,Lucas Rodrigues Moura da Silva,1.2,0,0.0,0.0,0.0,20,0.0,0,0
8316,Miguel Almirón,2.5,12,31.3,4.5,14.0,12,0.0,2,0
8318,Theo Corbeanu,-0.5,0,0.0,0.0,0.0,17,0.0,0,1
8321,John McGinn,3.2,5,2.2,1.2,9.6,6,0.0,3,1
8326,Cheikhou Kouyaté,2.0,19,0.7,1.8,17.6,2,0.0,2,0
8328,Mason Mount,3.5,11,57.3,8.1,5.0,1,19.0,2,0
8331,Felix Nmecha,1.0,0,0.0,0.0,0.0,14,0.0,0,1
8332,James McArthur,2.4,15,16.3,2.8,11.4,2,0.0,2,0
8333,Leandro Trossard,1.8,10,39.6,7.4,8.6,19,26.0,2,0
8334,Diogo Jota,0.0,0,0.0,0.0,0.0,18,0.0,0,1
8336,Ben Osborn,0.5,17,31.3,5.2,18.2,7,2.0,2,1
8340,Rodrigo Hernandez,3.0,6,4.8,2.2,9.0,14,8.0,0,1
8341,Robert Snodgrass,0.3,0,0.0,0.0,0.0,3,0.0,0,1
8343,Steven Bergwijn,2.2,2,0.8,0.1,0.4,20,0.0,1,0
8355,Daniel Castelo Podence,3.7,8,6.9,5.6,8.8,17,40.0,1,1
8357,Lucas Torreira,0.0,0,0.0,0.0,0.0,5,0.0,0,1
8359,Matt Phillips,1.0,3,2.0,1.3,8.6,11,2.0,2,0
8363,Xherdan Shaqiri,0.8,0,0.0,0.0,0.0,18,0.0,0,1
8365,Alexis Mac Allister,0.2,0,0.0,0.0,0.0,19,0.0,0,0
8376,Alex Oxlade-Chamberlain,2.3,5,11.3,2.3,3.0,18,9.0,1,1
8379,Moussa Sissoko,2.8,3,1.0,0.4,1.0,20,2.0,1,0
8385,Daniel James,1.2,0,0.6,0.0,0.0,9,0.0,1,0
8387,Marc Albrighton,2.0,7,2.1,1.5,3.2,13,10.0,2,1
8392,Conor Gallagher,2.5,10,1.7,1.9,17.4,11,0.0,2,0
8393,Dwight McNeil,1.3,0,0.0,0.0,0.0,10,0.0,0,0
8394,Kalvin Phillips,3.3,16,0.6,2.7,26.6,4,0.0,3,1
8396,Tom Cairney,0.0,0,0.0,0.0,0.0,16,0.0,0,1
8398,Grady Diangana,-0.3,6,1.1,1.6,11.0,11,4.0,2,0
8399,Pascal Groß,3.7,5,14.5,1.9,4.6,19,0.0,1,0
8400,Pedro Lomba Neto,5.2,22,48.7,10.1,28.4,17,24.0,6,1
8401,Thiago Alcántara do Nascimento,0.0,0,0.0,0.0,0.0,18,0.0,0,1
8402,Tommy Doyle,1.0,0,0.0,0.0,0.0,14,0.0,0,1
8406,Jack Wilshere,0.0,0,0.0,0.0,0.0,3,0.0,0,1
8408,Anthony Mancini,0.7,0,0.0,0.0,0.0,10,0.0,0,0
8411,Adama Traoré,0.8,7,25.4,3.8,7.0,17,6.0,2,1
8412,Callum Hudson-Odoi,0.7,19,29.8,8.1,27.0,1,24.0,4,0
8418,Tom Davies,1.5,16,2.4,1.4,11.4,15,0.0,3,0
8422,Hamza Choudhury,0.0,0,0.0,0.0,0.0,13,0.0,0,1
8424,Tahith Chong,0.0,0,0.0,0.0,0.0,9,0.0,0,0
8430,Marvelous Nakamba,0.8,0,0.0,0.0,0.0,6,0.0,0,1
8433,Matheus Pereira,-0.8,17,14.5,3.7,22.2,11,0.0,4,0
8434,Oliver Skipp,0.0,0,0.0,0.0,0.0,20,0.0,0,0
8443,Saïd Benrahma,1.7,0,0.0,0.0,0.0,3,0.0,0,1
8444,Jean-Philippe Gbamin,0.0,0,0.0,0.0,0.0,15,0.0,0,0
8450,James Maddison,5.2,15,38.1,6.9,22.8,13,8.0,4,1
8451,Adrien Silva,0.0,0,0.0,0.0,0.0,13,0.0,0,1
8452,Aaron Mooy,0.0,0,0.0,0.0,0.0,19,0.0,0,0
8456,Jay-Roy Grot,0.0,0,0.0,0.0,0.0,4,0.0,0,1
8457,Demarai Gray,0.0,0,0.0,0.0,0.0,13,0.0,0,1
8459,James Milner,1.0,0,0.0,0.0,0.0,18,0.0,0,1
8461,Fabio Henrique Tavares,4.2,14,4.5,1.9,13.2,18,1.0,2,1
8462,Nathan Redmond,1.0,0,0.0,0.0,0.0,8,0.0,0,0
8463,André-Frank Zambo Anguissa,2.5,8,23.8,8.4,30.4,16,30.0,2,1
8467,Ian Carlo Poveda-Ocampo,1.0,2,0.8,1.3,8.4,4,4.0,1,1
8468,Mason Greenwood,2.2,0,0.0,0.0,0.0,9,0.0,0,0
8472,Andriy Yarmolenko,0.3,6,16.8,3.6,9.2,3,10.0,1,1
8475,Ilkay Gündogan,6.0,35,28.1,8.8,43.2,14,17.0,11,1
8483,Billy Gilmour,0.2,0,0.0,0.0,0.0,1,0.0,0,0
8484,Mesut Özil,0.0,0,0.0,0.0,0.0,5,0.0,0,1
8487,Eberechi Eze,3.4,11,15.8,6.9,18.2,2,35.0,1,0
8492,Filip Krovinovic,-0.7,0,0.0,0.0,0.0,11,0.0,0,0
8493,Christian Pulisic,3.2,14,43.9,9.3,18.2,1,31.0,2,0
8494,André Filipe Tavares Gomes,1.0,5,0.6,0.8,5.0,15,2.0,1,0
8496,João Filipe Iria Santos Moutinho,0.5,10,6.6,1.5,6.4,17,2.0,2,1
8498,Anthony Knockaert,0.0,0,0.0,0.0,0.0,16,0.0,0,1
8499,Kevin McDonald,0.0,0,0.0,0.0,0.0,16,0.0,0,1
8503,Leander Dendoncker,0.6,0,0.0,0.0,0.0,17,0.0,0,1
8506,Alireza Jahanbakhsh,1.0,3,0.3,0.0,0.0,19,0.0,1,0
8507,Josh Brownhill,1.5,15,15.3,5.0,14.2,10,20.0,2,0
8508,Matty James,0.0,0,0.0,0.0,0.0,13,0.0,0,1
8512,Romaine Sawyers,0.5,19,14.6,3.6,13.6,11,8.0,2,0
8513,José Izquierdo,0.0,0,0.0,0.0,0.0,19,0.0,0,0
