,name,xP,bps,creativity,ict_index,influence,opponent_team,threat,total_points,was_home
2824,Sergio Reguilón,2.0,0,0.0,0.0,0.0,4,0.0,0,0
2825,Cameron Carter-Vickers,0.0,0,0.0,0.0,0.0,4,0.0,0,0
2827,Marcos Rojo,0.0,0,0.0,0.0,0.0,5,0.0,0,1
2836,Jack O'Connell,0.0,0,0.0,0.0,0.0,11,0.0,0,0
2837,Pablo Marí,0.0,0,0.0,0.0,0.0,9,0.0,0,1
2840,Fikayo Tomori,0.0,0,0.0,0.0,0.0,13,0.0,0,0
2845,Kyle Walker,3.8,16,29.8,5.9,18.0,19,11.0,2,0
2849,Filip Benkovic,0.0,0,0.0,0.0,0.0,1,0.0,0,0
2851,Diego Llorente,0.0,0,0.0,0.0,0.0,2,0.0,0,0
2853,Antonee Robinson,0.7,18,63.7,9.6,23.8,6,8.0,1,1
2856,Joël Veltman,1.2,12,0.1,1.8,17.6,18,0.0,2,1
2857,Jayden Bogle,-1.0,0,0.0,0.0,0.0,11,0.0,0,0
2858,Kenny Tete,0.0,0,0.0,0.0,0.0,6,0.0,0,1
2862,Adam Webster,1.5,10,1.8,1.8,16.6,18,0.0,1,1
2863,Shane Duffy,0.0,0,0.0,0.0,0.0,18,0.0,0,1
2867,Kevin Long,2.5,5,0.3,1.7,16.6,17,0.0,1,1
2869,Danny Rose,0.0,0,0.0,0.0,0.0,4,0.0,0,0
2871,Alex Nicolao Telles,0.0,0,0.0,0.0,0.0,5,0.0,0,1
2874,Jack Robinson,1.0,0,0.0,0.0,0.0,11,0.0,0,0
2875,Seamus Coleman,0.0,0,0.0,0.0,0.0,16,0.0,0,0
2877,Oluwasemilogo Adesewo Ibidapo Ajayi,0.5,13,0.6,1.7,16.6,3,0.0,2,0
2883,Erik Pieters,1.1,0,0.0,0.0,0.0,17,0.0,0,1
2888,Nélson Cabral Semedo,4.3,13,28.3,4.7,16.8,14,2.0,2,1
2889,Serge Aurier,3.7,0,0.0,0.0,0.0,4,0.0,0,0
2891,Ben White,1.8,12,1.8,1.6,12.0,18,2.0,2,1
2893,George Baldock,1.3,16,21.4,5.7,15.4,11,20.0,1,0
2894,Terence Kongolo,0.0,0,0.0,0.0,0.0,6,0.0,0,1
2895,Bernardo Fernandes da Silva Junior,0.5,0,0.0,0.0,0.0,18,0.0,0,1
2898,Ben Mee,0.0,0,0.0,0.0,0.0,17,0.0,0,1
2899,Yan Valery,-0.5,0,0.0,0.0,0.0,7,0.0,0,1
2901,Oleksandr Zinchenko,1.2,3,1.2,0.2,0.4,19,0.0,1,0
2905,Vladimir Coufal,4.3,23,14.8,5.0,35.2,12,0.0,7,1
2911,Bjorn Engels,0.0,0,0.0,0.0,0.0,10,0.0,0,1
2912,Maxime Le Marchand,-0.3,0,0.0,0.0,0.0,6,0.0,0,1
2913,Emil Krafth,0.5,0,0.0,0.0,0.0,20,0.0,0,0
2921,Jan Bednarek,3.8,27,0.0,2.1,18.6,7,2.0,6,1
2923,Leif Davis,0.3,0,0.0,0.0,0.0,2,0.0,0,0
2924,Barry Douglas,0.0,0,0.0,0.0,0.0,2,0.0,0,0
2925,Phil Bardsley,0.0,0,0.0,0.0,0.0,17,0.0,0,1
2927,Eric Garcia,1.5,16,6.8,3.0,22.4,19,1.0,2,0
2928,Tyrone Mings,5.0,11,10.6,2.2,11.4,10,0.0,0,1
2930,Thiago Thiago,4.3,29,0.7,3.4,33.2,13,0.0,7,0
2931,Ben Gibson,0.0,0,0.0,0.0,0.0,17,0.0,0,1
2932,Mamadou Sakho,0.8,5,0.0,0.3,3.0,8,0.0,1,0
2933,Alfie Mawson,0.0,0,0.0,0.0,0.0,6,0.0,0,1
2939,Denis Odoi,-0.5,0,0.0,0.0,0.0,6,0.0,0,1
2948,Timothy Castagne,3.0,22,11.4,3.1,17.2,1,2.0,6,0
2951,Sam Woods,0.5,0,0.0,0.0,0.0,8,0.0,0,0
2955,Daniel Amartey,0.0,0,0.0,0.0,0.0,1,0.0,0,0
2957,Teden Mengi,0.0,0,0.0,0.0,0.0,5,0.0,0,1
2958,Paul Dummett,-0.4,0,0.0,0.0,0.0,20,0.0,0,0
2959,Benjamin Mendy,0.0,0,0.0,0.0,0.0,19,0.0,0,0
2962,Juan Foyth,0.0,0,0.0,0.0,0.0,4,0.0,0,0
2964,Chris Smalling,0.0,0,0.0,0.0,0.0,5,0.0,0,1
2969,Ben Johnson,-0.8,0,0.0,0.0,0.0,12,0.0,0,1
2973,Cedric Kipre,-0.5,0,0.0,0.0,0.0,3,0.0,0,0
2976,Andreas Christensen,0.3,0,0.0,0.0,0.0,13,0.0,0,0
2978,Tariq Lamptey,1.5,1,2.3,2.0,12.0,18,6.0,1,1
2979,Robin Koch,4.0,29,0.3,2.1,16.2,2,4.0,8,0
2982,Fernando Marçal,1.0,3,11.0,2.3,2.0,14,10.0,1,1
2983,César Azpilicueta,4.0,24,2.0,1.8,16.4,13,0.0,6,0
2984,Joachim Andersen,0.0,0,0.0,0.0,0.0,6,0.0,0,1
2985,Matt Targett,3.2,8,1.5,3.7,13.6,10,22.0,1,1
2989,Joseph Gomez,2.2,18,0.7,3.1,30.6,15,0.0,2,1
2993,Scott Dann,1.2,13,0.3,1.9,18.6,8,0.0,2,0
2994,Ainsley Maitland-Niles,0.5,0,0.0,0.0,0.0,9,0.0,0,1
2995,Kieran Gibbs,-0.5,0,0.0,0.0,0.0,3,0.0,0,0
2997,Stuart Dallas,3.0,24,13.3,5.1,19.8,2,18.0,6,0
2999,Sead Kolasinac,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3000,Arthur Masuaku,4.0,7,2.4,1.6,12.6,12,1.0,2,1
3002,DeAndre Yedlin,-0.4,0,0.0,0.0,0.0,20,0.0,0,0
3005,Luke Shaw,1.0,19,4.9,2.1,13.6,5,2.0,5,1
3011,Kurt Zouma,7.7,33,11.3,4.1,27.8,13,2.0,9,0
3012,Mason Holgate,0.0,0,0.0,0.0,0.0,16,0.0,0,0
3015,Ben Davies,3.5,20,4.8,1.4,5.6,4,4.0,6,0
3017,Charlie Taylor,2.2,19,13.5,3.3,19.6,17,0.0,2,1
3019,Cyrus Christie,0.0,0,0.0,0.0,0.0,6,0.0,0,1
3022,Willy Boly,4.5,14,2.4,1.6,13.6,14,0.0,2,1
3026,Matthew Clarke,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3033,João Pedro Cavaco Cancelo,4.2,22,25.9,7.0,27.8,19,16.0,5,0
3036,Chris Basham,1.0,7,2.8,4.7,20.4,11,24.0,1,0
3041,Rúben Gonçalo Silva Nascimento Vinagre,0.0,0,0.0,0.0,0.0,14,0.0,0,1
3043,Ricardo Domingos Barbosa Pereira,0.0,0,0.0,0.0,0.0,1,0.0,0,0
3044,Joe Rodon,2.7,3,0.0,0.0,0.0,4,0.0,1,0
3045,Jack Stephens,-0.5,0,0.0,0.0,0.0,7,0.0,0,1
3047,Matthew Cash,3.5,8,1.3,2.3,19.2,10,2.0,1,1
3054,Emerson Palmieri dos Santos,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3055,Luke Thomas,0.0,0,0.0,0.0,0.0,1,0.0,0,0
3056,Federico Fernández,1.0,11,1.2,1.9,17.8,20,0.0,2,0
3058,James Tarkowski,2.2,8,0.6,6.0,18.8,17,41.0,2,1
3064,Nathaniel Clyne,3.5,20,0.4,0.5,4.2,8,0.0,6,0
3066,Lewis Dunk,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3067,Ahmed El Mohamady,0.2,0,0.0,0.0,0.0,10,0.0,0,1
3068,Ryan Bennett,0.0,0,0.0,0.0,0.0,14,0.0,0,1
3072,Ezri Konsa Ngoyo,3.5,11,0.0,4.3,26.4,10,17.0,1,1
3075,Marcos Alonso,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3081,Jimmy Dunne,-0.5,0,0.0,0.0,0.0,17,0.0,0,1
3084,Gabriel Magalhães,1.5,14,2.3,4.5,18.2,9,24.0,2,1
3086,Enda Stevens,0.0,9,12.9,4.7,24.6,11,9.0,0,0
3091,Dan Burn,1.8,15,1.8,2.5,16.8,18,6.0,2,1
3092,Conor Townsend,3.5,16,18.9,3.9,16.4,3,4.0,4,0
3095,Aaron Wan-Bissaka,4.3,28,4.2,2.1,17.0,5,0.0,6,1
3096,Kyle Bartley,-0.2,0,0.0,0.0,0.0,3,0.0,0,0
3098,Harry Maguire,3.5,29,11.3,5.2,22.6,5,18.0,7,1
3099,Jake Vokins,-0.5,0,0.0,0.0,0.0,7,0.0,0,1
3101,Eric Bailly,0.0,0,0.0,0.0,0.0,5,0.0,0,1
3107,Ki-Jana Hoever,1.0,0,0.0,0.0,0.0,14,0.0,0,1
3110,Ezgjan Alioski,2.7,28,36.1,6.4,15.0,2,13.0,7,0
3114,Timothy Fosu-Mensah,0.0,0,0.0,0.0,0.0,5,0.0,0,1
3124,Ciaran Clark,-0.4,0,0.0,0.0,0.0,20,0.0,0,0
3125,Benjamin Chilwell,9.0,28,28.4,5.1,22.2,13,0.0,6,0
3127,Rúben Santos Gato Alves Dias,4.0,18,1.8,2.6,22.2,19,2.0,2,0
3128,Wesley Fofana,2.3,21,1.1,1.5,14.0,1,0.0,5,0
3132,Ahmed El-Sayed Hegazy,1.5,0,0.0,0.0,0.0,3,0.0,0,0
3134,Bobby Thomas,-0.5,0,0.0,0.0,0.0,17,0.0,0,1
3141,Ryan Fredericks,-0.8,0,0.0,0.0,0.0,12,0.0,0,1
3144,David Luiz Moreira Marinho,1.5,12,2.5,1.3,8.8,9,2.0,1,1
3148,Ryan Inniss,0.0,0,0.0,0.0,0.0,8,0.0,0,0
3152,Phil Jones,0.0,0,0.0,0.0,0.0,5,0.0,0,1
3153,Ryan Sessegnon,0.0,0,0.0,0.0,0.0,4,0.0,0,0
3157,Liam Cooper,0.8,0,0.0,0.0,0.0,2,0.0,0,0
3159,Kortney Hause,0.0,0,0.0,0.0,0.0,10,0.0,0,1
3160,Oliver Casey,0.0,0,0.0,0.0,0.0,2,0.0,0,0
3163,Matthew Lowton,0.1,12,1.3,1.7,15.2,17,0.0,2,1
3170,Héctor Bellerín,3.5,8,4.1,3.2,6.6,9,21.0,1,1
3172,Cédric Soares,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3182,Tosin Adarabioyo,1.0,11,1.1,1.7,15.6,6,0.0,1,1
3184,Jannik Vestergaard,6.2,27,0.9,5.3,33.2,7,19.0,6,1
3185,Martin Kelly,0.5,0,0.0,0.0,0.0,8,0.0,0,0
3196,Frédéric Guilbert,0.0,0,0.0,0.0,0.0,10,0.0,0,1
3199,James Tomkins,0.5,0,0.0,0.0,0.0,8,0.0,0,0
3200,Shkodran Mustafi,0.2,9,1.0,0.9,7.6,9,0.0,1,1
3201,Lucas Digne,2.5,-3,3.1,0.5,0.0,16,2.0,-2,0
3204,Andrew Robertson,5.2,16,26.4,6.7,18.2,15,22.0,2,1
3213,Ben Godfrey,1.5,12,1.5,1.3,11.0,16,0.0,1,0
3215,Mohammed Salisu,0.0,0,0.0,0.0,0.0,7,0.0,0,1
3216,Nicolás Otamendi,0.0,0,0.0,0.0,0.0,19,0.0,0,0
3221,Zeze Steven Sessegnon,0.0,0,0.0,0.0,0.0,6,0.0,0,1
3222,Michael Keane,3.8,17,0.4,2.2,21.8,16,0.0,1,0
3227,Aaron Cresswell,6.2,14,14.8,2.4,9.4,12,0.0,2,1
3228,Ryan Bertrand,3.8,25,36.9,5.2,11.0,7,4.0,6,1
3231,Romain Saïss,6.0,23,5.3,1.4,8.6,14,0.0,7,1
3235,Martín Montoya,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3236,Rob Holding,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3238,Jonjoe Kenny,0.0,0,0.0,0.0,0.0,16,0.0,0,0
3239,Calum Chambers,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3241,Matt Doherty,2.5,27,17.1,3.9,17.4,4,4.0,6,0
3243,Phil Jagielka,-1.0,0,0.0,0.0,0.0,11,0.0,0,0
3250,Jonny Evans,2.0,21,0.6,1.2,11.8,1,0.0,5,0
3252,Ola Aina,1.2,17,23.4,4.9,20.0,6,6.0,1,1
3262,Anthony Driscoll-Glennon,-0.5,0,0.0,0.0,0.0,5,0.0,0,1
3267,Oskar Buur,0.5,0,0.0,0.0,0.0,6,0.0,0,1
3268,Kieran Tierney,3.0,28,12.4,3.3,18.6,13,2.0,6,0
3269,José Diogo Dalot Teixeira,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3270,James Bree,0.0,0,0.0,0.0,0.0,16,0.0,0,1
3271,Branislav Ivanovic,2.2,14,10.4,3.6,25.8,8,0.0,1,0
3273,Max Lowe,-0.2,5,1.8,1.5,11.2,12,2.0,2,1
3274,Brandon Williams,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3277,Aymeric Laporte,3.7,29,11.4,3.6,20.4,15,4.0,8,0
3284,William Saliba,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3285,Pascal Struijk,0.2,0,0.0,0.0,0.0,9,0.0,0,1
3287,Gary Cahill,0.1,0,0.0,0.0,0.0,20,0.0,0,0
3288,Joel Ward,0.0,0,0.0,0.0,0.0,20,0.0,0,0
3290,Toby Alderweireld,3.3,12,0.3,1.6,15.4,3,0.0,2,1
3291,Joe Bryan,0.8,3,0.0,0.2,2.0,18,0.0,1,1
3295,Luke Ayling,1.8,20,30.3,5.0,15.6,9,4.0,0,1
3298,Neil Taylor,0.0,0,0.0,0.0,0.0,16,0.0,0,1
3300,Tyrick Mitchell,0.4,0,0.0,0.0,0.0,20,0.0,0,0
3301,Neco Williams,1.0,0,0.0,0.0,0.0,19,0.0,0,1
3304,Ethan Ampadu,-0.2,9,5.1,2.2,16.4,12,0.0,2,1
3305,Çaglar Söyüncü,0.0,0,0.0,0.0,0.0,10,0.0,0,0
3312,Craig Dawson,-1.0,0,0.0,0.0,0.0,11,0.0,0,0
3314,Kyle Walker-Peters,3.0,9,1.0,2.4,22.6,2,0.0,1,0
3316,Rayan Ait Nouri,5.5,39,4.4,7.5,43.4,6,27.0,15,1
3317,Joel Matip,0.9,0,0.0,0.0,0.0,19,0.0,0,1
3321,Fernando Luiz Rosa,0.0,0,0.0,0.0,0.0,15,0.0,0,0
3322,Fabián Balbuena,2.8,8,0.0,1.9,17.0,11,2.0,1,0
3324,Eric Dier,3.0,13,0.3,2.0,19.4,3,0.0,2,1
3328,Trent Alexander-Arnold,2.0,18,25.2,5.7,17.6,19,14.0,2,1
3330,Niels Nkounkou,0.8,6,5.3,2.0,13.8,14,1.0,1,0
3331,Sokratis Papastathopoulos,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3333,John Stones,1.0,0,0.0,0.0,0.0,15,0.0,0,0
3334,Jonathan Castro Otto,0.0,0,0.0,0.0,0.0,6,0.0,0,1
3335,Kelland Watts,0.0,0,0.0,0.0,0.0,7,0.0,0,1
3345,Tim Ream,1.2,0,0.0,0.0,0.0,18,0.0,0,1
3346,Reece James,5.5,25,9.9,3.0,6.8,4,13.0,6,0
3348,Davinson Sánchez,0.7,0,0.0,0.0,0.0,3,0.0,0,1
3352,Jamal Lewis,0.8,18,15.8,3.2,16.4,7,0.0,2,1
3353,Japhet Tanganga,0.0,0,0.0,0.0,0.0,3,0.0,0,1
3354,Patrick van Aanholt,-0.2,6,18.6,3.6,10.4,20,7.0,0,0
3355,Jamaal Lascelles,0.4,15,0.0,3.2,13.8,7,18.0,2,1
3360,Issa Diop,-1.0,0,0.0,0.0,0.0,11,0.0,0,0
3361,John Egan,0.5,13,0.4,1.7,16.4,12,0.0,2,1
3363,Angelo Ogbonna,1.2,8,0.2,1.1,10.4,11,0.0,1,0
3364,Virgil van Dijk,0.0,0,0.0,0.0,0.0,19,0.0,0,1
3365,Darnell Furlong,2.5,13,15.0,4.6,26.6,8,4.0,1,0
3367,Victor Lindelöf,2.5,15,2.1,1.9,14.6,1,2.0,2,1
3368,Dara O'Shea,0.2,0,0.0,0.0,0.0,8,0.0,0,0
3370,Yerry Mina,1.2,9,1.2,0.9,8.0,14,0.0,0,0
3371,Nathan Aké,1.4,0,0.0,0.0,0.0,15,0.0,0,0
3372,Nathaniel Phillips,2.0,14,11.7,3.4,22.2,19,0.0,2,1
3375,Jarrad Branthwaite,0.5,0,0.0,0.0,0.0,14,0.0,0,0
3376,Nathan Ferguson,0.0,0,0.0,0.0,0.0,20,0.0,0,0
3377,Javier Manquillo,-0.5,0,0.0,0.0,0.0,7,0.0,0,1
3380,James Justin,3.3,8,0.6,2.2,17.0,10,4.0,2,0
3381,Antonio Rüdiger,0.5,0,0.0,0.0,0.0,4,0.0,0,0
3382,Konstantinos Tsimikas,0.0,0,0.0,0.0,0.0,19,0.0,0,1
3388,Wes Morgan,0.7,3,0.0,0.2,2.0,10,0.0,1,0
3391,Christian Fuchs,2.5,11,1.4,1.7,16.0,10,0.0,2,0
3392,Max Kilman,7.7,25,1.0,1.5,12.4,6,2.0,6,1
3397,Michael Hector,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3402,Axel Tuanzebe,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3403,Conor Coady,5.5,30,0.0,2.1,21.2,6,0.0,6,1
3408,Fabian Schär,0.8,5,0.3,1.6,13.8,7,2.0,2,1
3412,Florian Lejeune,0.0,0,0.0,0.0,0.0,7,0.0,0,1
3414,Sergio Reguilón,3.0,21,17.3,5.9,24.8,3,17.0,4,1
3415,Cameron Carter-Vickers,0.0,0,0.0,0.0,0.0,3,0.0,0,1
3417,Marcos Rojo,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3426,Jack O'Connell,0.0,0,0.0,0.0,0.0,12,0.0,0,1
3427,Pablo Marí,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3430,Fikayo Tomori,0.5,0,0.0,0.0,0.0,4,0.0,0,0
3435,Kyle Walker,9.0,38,2.8,6.4,51.8,15,9.0,15,0
3439,Filip Benkovic,0.0,0,0.0,0.0,0.0,10,0.0,0,0
3441,Diego Llorente,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3443,Antonee Robinson,3.0,25,18.2,3.5,16.6,18,0.0,7,1
3446,Joël Veltman,0.5,12,1.1,1.3,11.6,17,0.0,1,0
3447,Jayden Bogle,-1.0,0,0.0,0.0,0.0,12,0.0,0,1
3448,Kenny Tete,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3452,Adam Webster,0.8,12,2.8,4.0,15.8,17,21.0,1,0
3453,Shane Duffy,0.0,0,0.0,0.0,0.0,17,0.0,0,0
3457,Kevin Long,2.2,12,0.3,1.8,16.0,5,2.0,0,1
3459,Danny Rose,0.0,0,0.0,0.0,0.0,3,0.0,0,1
3461,Alex Nicolao Telles,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3464,Jack Robinson,0.5,0,0.0,0.0,0.0,12,0.0,0,1
3465,Seamus Coleman,0.0,0,0.0,0.0,0.0,14,0.0,0,0
3467,Oluwasemilogo Adesewo Ibidapo Ajayi,1.0,14,1.0,2.2,21.4,8,0.0,1,0
3473,Erik Pieters,0.0,0,0.0,0.0,0.0,5,0.0,0,1
3478,Nélson Cabral Semedo,6.0,34,24.4,6.0,29.2,6,6.0,8,1
3479,Serge Aurier,3.7,0,0.0,0.0,0.0,3,0.0,0,1
3481,Ben White,1.2,12,1.3,1.7,15.6,17,0.0,1,0
3483,George Baldock,1.2,10,8.1,2.6,14.0,12,4.0,2,1
3484,Terence Kongolo,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3485,Bernardo Fernandes da Silva Junior,-0.2,3,1.1,0.7,4.2,17,2.0,1,0
3488,Ben Mee,0.0,0,0.0,0.0,0.0,5,0.0,0,1
3489,Yan Valery,0.0,0,0.0,0.0,0.0,2,0.0,0,0
3491,Oleksandr Zinchenko,1.3,0,0.0,0.0,0.0,15,0.0,0,0
3495,Vladimir Coufal,3.2,5,1.5,0.9,7.8,11,0.0,1,0
3501,Bjorn Engels,0.0,0,0.0,0.0,0.0,16,0.0,0,1
3502,Maxime Le Marchand,0.2,0,0.0,0.0,0.0,18,0.0,0,1
3503,Emil Krafth,0.2,0,0.0,0.0,0.0,7,0.0,0,1
3511,Jan Bednarek,3.5,6,0.0,1.0,10.4,2,0.0,1,0
3513,Leif Davis,-0.5,0,0.0,0.0,0.0,9,0.0,0,1
3514,Barry Douglas,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3515,Phil Bardsley,0.0,0,0.0,0.0,0.0,5,0.0,0,1
3517,Eric Garcia,1.7,0,0.0,0.0,0.0,15,0.0,0,0
3518,Tyrone Mings,3.5,25,0.8,10.1,46.0,16,54.0,6,1
3520,Thiago Thiago,4.8,30,1.0,4.9,31.4,4,17.0,6,0
3521,Ben Gibson,0.0,0,0.0,0.0,0.0,5,0.0,0,1
3522,Mamadou Sakho,-0.2,0,0.0,0.0,0.0,20,0.0,0,0
3523,Alfie Mawson,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3529,Denis Odoi,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3538,Timothy Castagne,0.0,0,0.0,0.0,0.0,10,0.0,0,0
3541,Sam Woods,-0.5,0,0.0,0.0,0.0,20,0.0,0,0
3545,Daniel Amartey,0.0,0,0.0,0.0,0.0,10,0.0,0,0
3547,Teden Mengi,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3548,Paul Dummett,-0.4,0,0.0,0.0,0.0,7,0.0,0,1
3549,Benjamin Mendy,0.0,0,0.0,0.0,0.0,15,0.0,0,0
3552,Juan Foyth,0.0,0,0.0,0.0,0.0,3,0.0,0,1
3554,Chris Smalling,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3559,Ben Johnson,-1.0,0,0.0,0.0,0.0,11,0.0,0,0
3563,Cedric Kipre,0.0,0,0.0,0.0,0.0,8,0.0,0,0
3566,Andreas Christensen,0.8,0,0.0,0.0,0.0,4,0.0,0,0
3568,Tariq Lamptey,3.5,24,2.6,6.0,38.2,17,19.0,9,0
3569,Robin Koch,2.8,8,1.4,1.6,8.8,9,6.0,0,1
3572,Fernando Marçal,1.0,0,0.0,0.0,0.0,6,0.0,0,1
3573,César Azpilicueta,2.8,0,0.0,0.0,0.0,4,0.0,0,0
3574,Joachim Andersen,1.0,22,0.6,1.6,14.6,18,1.0,6,1
3575,Matt Targett,2.0,13,47.8,7.2,18.0,16,6.0,0,1
3580,Joseph Gomez,2.2,15,2.4,1.9,16.2,19,0.0,2,1
3584,Scott Dann,0.5,13,0.8,5.1,16.6,20,34.0,1,0
3585,Ainsley Maitland-Niles,0.5,2,0.0,0.0,0.0,13,0.0,1,0
3586,Kieran Gibbs,0.0,0,0.0,0.0,0.0,8,0.0,0,0
3588,Stuart Dallas,4.2,21,5.4,5.3,39.0,9,9.0,6,1
3590,Sead Kolasinac,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3591,Arthur Masuaku,1.2,9,14.8,2.9,12.4,11,2.0,1,0
3593,DeAndre Yedlin,-0.5,0,0.0,0.0,0.0,7,0.0,0,1
3596,Luke Shaw,1.2,18,35.6,5.3,17.8,1,0.0,2,1
3602,Kurt Zouma,8.5,37,0.3,6.1,43.6,4,17.0,14,0
3603,Mason Holgate,0.0,0,0.0,0.0,0.0,14,0.0,0,0
3606,Ben Davies,3.3,5,0.0,0.2,2.2,3,0.0,1,1
3608,Charlie Taylor,2.2,12,0.8,1.1,8.6,5,2.0,1,1
3610,Cyrus Christie,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3613,Willy Boly,6.0,24,0.3,1.7,10.6,6,6.0,6,1
3617,Matthew Clarke,0.0,0,0.0,0.0,0.0,17,0.0,0,0
3624,João Pedro Cavaco Cancelo,8.0,29,55.7,9.3,31.0,15,6.0,8,0
3628,Chris Basham,1.0,13,3.8,2.1,13.4,12,4.0,2,1
3633,Rúben Gonçalo Silva Nascimento Vinagre,0.0,0,0.0,0.0,0.0,6,0.0,0,1
3635,Ricardo Domingos Barbosa Pereira,0.0,0,0.0,0.0,0.0,10,0.0,0,0
3636,Joe Rodon,1.0,0,0.0,0.0,0.0,3,0.0,0,1
3637,Jack Stephens,0.0,10,0.1,1.2,11.6,2,0.0,0,0
3639,Matthew Cash,1.8,5,0.8,0.3,1.8,16,0.0,-1,1
3646,Emerson Palmieri dos Santos,0.5,0,0.0,0.0,0.0,4,0.0,0,0
3647,Luke Thomas,0.7,12,0.7,3.5,23.2,10,11.0,1,0
3648,Federico Fernández,1.2,19,10.4,4.4,33.6,7,0.0,3,1
3651,James Tarkowski,2.5,9,0.1,2.2,18.6,5,3.0,1,1
3655,Rhys Williams,2.1,0,0.0,0.0,0.0,19,0.0,0,1
3658,Nathaniel Clyne,1.8,17,16.8,4.9,14.2,20,18.0,1,0
3660,Lewis Dunk,0.0,0,0.0,0.0,0.0,17,0.0,0,0
3661,Ahmed El Mohamady,0.5,4,4.8,1.1,4.0,16,2.0,1,1
3662,Ryan Bennett,0.0,0,0.0,0.0,0.0,6,0.0,0,1
3666,Ezri Konsa Ngoyo,2.0,9,0.4,0.7,4.4,16,2.0,0,1
3669,Marcos Alonso,0.5,0,0.0,0.0,0.0,4,0.0,0,0
3675,Jimmy Dunne,-0.5,0,0.0,0.0,0.0,5,0.0,0,1
3678,Gabriel Magalhães,3.2,34,0.2,2.7,26.6,13,0.0,7,0
3680,Enda Stevens,0.2,19,1.8,2.0,16.4,12,2.0,2,1
3685,Dan Burn,0.8,4,2.5,0.8,1.4,17,4.0,0,0
3686,Conor Townsend,3.2,16,7.8,3.2,20.4,8,4.0,1,0
3689,Aaron Wan-Bissaka,3.8,8,3.3,1.1,3.8,1,4.0,2,1
3691,Kyle Bartley,0.2,0,0.0,0.0,0.0,8,0.0,0,0
3693,Harry Maguire,3.8,13,11.8,5.3,10.2,1,31.0,1,1
3694,Jake Vokins,0.0,0,0.0,0.0,0.0,2,0.0,0,0
3696,Eric Bailly,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3702,Ki-Jana Hoever,0.7,0,0.0,0.0,0.0,6,0.0,0,1
3705,Ezgjan Alioski,2.2,7,10.5,2.3,2.0,9,10.0,1,1
3709,Timothy Fosu-Mensah,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3719,Ciaran Clark,-0.4,0,0.0,0.0,0.0,7,0.0,0,1
3720,Benjamin Chilwell,5.5,25,8.9,2.9,12.2,4,8.0,6,0
3723,Rúben Santos Gato Alves Dias,5.3,27,0.6,1.6,15.2,15,0.0,6,0
3724,Wesley Fofana,2.7,14,0.3,2.3,21.0,10,2.0,2,0
3728,Ahmed El-Sayed Hegazy,0.0,0,0.0,0.0,0.0,8,0.0,0,0
3730,Bobby Thomas,-0.5,0,0.0,0.0,0.0,5,0.0,0,1
3737,Ryan Fredericks,-1.0,0,0.0,0.0,0.0,11,0.0,0,0
3740,David Luiz Moreira Marinho,0.6,0,0.0,0.0,0.0,13,0.0,0,0
3744,Ryan Inniss,0.0,0,0.0,0.0,0.0,20,0.0,0,0
3748,Phil Jones,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3749,Ryan Sessegnon,0.0,0,0.0,0.0,0.0,3,0.0,0,1
3753,Liam Cooper,-0.5,18,1.1,2.0,19.2,9,0.0,0,1
3755,Kortney Hause,0.0,0,0.0,0.0,0.0,16,0.0,0,1
3756,Oliver Casey,-0.5,0,0.0,0.0,0.0,9,0.0,0,1
3759,Matthew Lowton,0.5,17,15.3,2.8,12.0,5,1.0,1,1
3766,Héctor Bellerín,6.5,37,20.6,3.7,12.6,13,4.0,12,0
3768,Cédric Soares,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3778,Tosin Adarabioyo,3.0,21,0.4,1.7,12.2,18,4.0,6,1
